5,11.03.2023,42030,RUB
5,12.03.2023,16289,RUB
5,13.03.2023,18280,RUB
5,14.03.2023,26804,RUB
5,15.03.2023,38353,RUB
5,16.03.2023,31291,RUB
5,17.03.2023,47628,RUB
5,18.03.2023,28755,RUB
5,19.03.2023,18104,RUB
5,20.03.2023,16709,RUB
5,21.03.2023,34952,RUB
5,22.03.2023,17618,RUB
5,23.03.2023,49158,RUB
5,24.03.2023,49783,RUB
5,25.03.2023,18233,RUB
5,26.03.2023,33227,RUB
5,27.03.2023,20912,RUB
5,28.03.2023,13666,RUB
5,29.03.2023,15927,RUB
5,30.03.2023,25336,RUB
5,31.03.2023,24891,RUB
5,01.04.2023,34465,RUB
5,02.04.2023,18580,RUB
5,03.04.2023,31131,RUB
5,04.04.2023,46321,RUB
5,05.04.2023,42553,RUB
5,06.04.2023,39597,RUB
5,07.04.2023,23347,RUB
5,08.04.2023,21438,RUB
5,09.04.2023,28678,RUB
5,10.04.2023,18715,RUB
5,11.04.2023,28509,RUB
5,12.04.2023,29463,RUB
5,13.04.2023,22438,RUB
5,14.04.2023,24133,RUB
5,15.04.2023,34976,RUB
5,16.04.2023,28736,RUB
5,17.04.2023,14005,RUB
5,18.04.2023,37867,RUB
5,19.04.2023,46966,RUB
5,20.04.2023,33253,RUB
5,21.04.2023,49577,RUB
5,22.04.2023,33795,RUB
5,23.04.2023,33379,RUB
5,24.04.2023,38831,RUB
5,25.04.2023,36843,RUB
5,26.04.2023,28986,RUB
5,27.04.2023,29231,RUB
5,28.04.2023,27429,RUB
5,29.04.2023,38806,RUB
5,30.04.2023,26279,RUB
5,01.05.2023,32664,RUB
5,02.05.2023,43609,RUB
5,03.05.2023,12649,RUB
5,04.05.2023,29729,RUB
5,05.05.2023,41974,RUB
5,06.05.2023,48924,RUB
5,07.05.2023,24892,RUB
5,08.05.2023,44402,RUB
5,09.05.2023,34772,RUB
5,10.05.2023,17996,RUB
5,11.05.2023,24889,RUB
5,12.05.2023,48154,RUB
5,13.05.2023,25372,RUB
5,14.05.2023,24332,RUB
5,15.05.2023,45835,RUB
5,16.05.2023,25385,RUB
5,17.05.2023,26632,RUB
5,18.05.2023,34398,RUB
5,19.05.2023,25702,RUB
5,20.05.2023,41422,RUB
5,21.05.2023,28998,RUB
5,22.05.2023,25270,RUB
5,23.05.2023,20167,RUB
5,24.05.2023,11039,RUB
5,25.05.2023,32139,RUB
5,26.05.2023,24160,RUB
5,27.05.2023,15347,RUB
5,28.05.2023,35781,RUB
5,29.05.2023,43523,RUB
5,30.05.2023,17385,RUB
5,31.05.2023,40290,RUB
5,01.06.2023,32118,RUB
5,02.06.2023,33487,RUB
5,03.06.2023,31840,RUB
5,04.06.2023,27431,RUB
5,05.06.2023,46109,RUB
5,06.06.2023,27795,RUB
5,07.06.2023,13827,RUB
5,08.06.2023,33855,RUB
5,09.06.2023,30122,RUB
5,10.06.2023,26365,RUB
5,11.06.2023,18058,RUB
5,12.06.2023,16960,RUB
5,13.06.2023,23301,RUB
5,14.06.2023,20806,RUB
5,15.06.2023,33937,RUB
5,16.06.2023,35250,RUB
5,17.06.2023,29843,RUB
5,18.06.2023,43584,RUB
5,19.06.2023,36723,RUB
5,20.06.2023,38256,RUB
5,21.06.2023,27789,RUB
5,22.06.2023,38093,RUB
5,23.06.2023,37942,RUB
5,24.06.2023,39194,RUB
5,25.06.2023,25920,RUB
5,26.06.2023,31622,RUB
5,27.06.2023,22401,RUB
5,28.06.2023,29752,RUB
5,29.06.2023,37459,RUB
5,30.06.2023,22083,RUB
5,01.07.2023,18452,RUB
5,02.07.2023,18498,RUB
5,03.07.2023,16695,RUB
5,04.07.2023,34668,RUB
5,05.07.2023,33621,RUB
5,06.07.2023,12711,RUB
5,07.07.2023,48260,RUB
5,08.07.2023,45942,RUB
5,09.07.2023,39513,RUB
5,10.07.2023,17997,RUB
5,11.07.2023,28650,RUB
5,12.07.2023,30651,RUB
5,13.07.2023,47882,RUB
5,14.07.2023,40892,RUB
5,15.07.2023,15785,RUB
5,16.07.2023,20433,RUB
5,17.07.2023,24023,RUB
5,18.07.2023,46706,RUB
5,19.07.2023,24692,RUB
5,20.07.2023,13812,RUB
5,21.07.2023,14164,RUB
5,22.07.2023,48195,RUB
5,23.07.2023,36102,RUB
5,24.07.2023,43332,RUB
5,25.07.2023,20272,RUB
5,26.07.2023,20215,RUB
5,27.07.2023,39599,RUB
5,28.07.2023,48343,RUB
5,29.07.2023,38706,RUB
5,30.07.2023,31325,RUB
5,31.07.2023,14107,RUB
5,01.08.2023,20923,RUB
5,02.08.2023,48409,RUB
5,03.08.2023,15378,RUB
5,04.08.2023,15867,RUB
5,05.08.2023,27620,RUB
5,06.08.2023,29838,RUB
5,07.08.2023,14492,RUB
5,08.08.2023,37707,RUB
5,09.08.2023,41106,RUB
5,10.08.2023,37588,RUB
5,11.08.2023,29288,RUB
5,12.08.2023,23279,RUB
5,13.08.2023,43578,RUB
5,14.08.2023,17657,RUB
5,15.08.2023,13192,RUB
5,16.08.2023,46081,RUB
5,17.08.2023,27654,RUB
5,18.08.2023,14608,RUB
5,19.08.2023,44607,RUB
5,20.08.2023,35444,RUB
5,21.08.2023,40725,RUB
5,22.08.2023,14313,RUB
5,23.08.2023,24088,RUB
5,24.08.2023,30326,RUB
5,25.08.2023,15143,RUB
5,26.08.2023,34803,RUB
5,27.08.2023,13267,RUB
5,28.08.2023,46613,RUB
5,29.08.2023,39370,RUB
5,30.08.2023,10695,RUB
5,31.08.2023,38032,RUB
5,01.09.2023,14760,RUB
5,02.09.2023,34091,RUB
5,03.09.2023,35965,RUB
5,04.09.2023,20575,RUB
5,05.09.2023,42035,RUB
5,06.09.2023,22559,RUB
5,07.09.2023,35305,RUB
5,08.09.2023,43255,RUB
5,09.09.2023,37158,RUB
5,10.09.2023,45832,RUB
5,11.09.2023,46106,RUB
5,12.09.2023,21737,RUB
5,13.09.2023,25149,RUB
5,14.09.2023,31274,RUB
5,15.09.2023,11079,RUB
5,16.09.2023,35757,RUB
5,17.09.2023,36204,RUB
5,18.09.2023,16667,RUB
5,19.09.2023,25800,RUB
5,20.09.2023,32871,RUB
5,21.09.2023,34877,RUB
5,22.09.2023,22412,RUB
5,23.09.2023,35968,RUB
5,24.09.2023,23925,RUB
5,25.09.2023,44459,RUB
5,26.09.2023,30813,RUB
5,27.09.2023,35931,RUB
5,28.09.2023,28497,RUB
5,29.09.2023,16314,RUB
5,30.09.2023,14084,RUB
5,01.10.2023,43029,RUB
5,02.10.2023,24420,RUB
5,03.10.2023,15093,RUB
5,04.10.2023,31681,RUB
5,05.10.2023,31581,RUB
5,06.10.2023,47564,RUB
5,07.10.2023,18092,RUB
5,08.10.2023,12763,RUB
5,09.10.2023,45824,RUB
5,10.10.2023,16344,RUB
5,11.10.2023,20695,RUB
5,12.10.2023,31022,RUB
5,13.10.2023,32889,RUB
5,14.10.2023,20036,RUB
5,15.10.2023,39691,RUB
5,16.10.2023,26809,RUB
5,17.10.2023,24913,RUB
5,18.10.2023,30754,RUB
5,19.10.2023,12409,RUB
5,20.10.2023,35466,RUB
5,21.10.2023,33616,RUB
5,22.10.2023,36067,RUB
5,23.10.2023,21987,RUB
5,24.10.2023,40905,RUB
5,25.10.2023,41208,RUB
5,26.10.2023,42504,RUB
5,27.10.2023,17718,RUB
5,28.10.2023,29991,RUB
5,29.10.2023,18232,RUB
5,30.10.2023,29793,RUB
5,31.10.2023,44325,RUB
5,01.11.2023,35933,RUB
5,02.11.2023,11972,RUB
5,03.11.2023,21499,RUB
5,04.11.2023,25115,RUB
5,05.11.2023,47843,RUB
5,06.11.2023,28286,RUB
5,07.11.2023,19785,RUB
5,08.11.2023,41374,RUB
5,09.11.2023,28832,RUB
5,10.11.2023,35263,RUB
5,11.11.2023,30354,RUB
5,12.11.2023,13974,RUB
5,13.11.2023,46449,RUB
5,14.11.2023,28847,RUB
5,15.11.2023,18183,RUB
5,16.11.2023,43073,RUB
5,17.11.2023,36949,RUB
5,18.11.2023,38570,RUB
5,19.11.2023,25506,RUB
5,20.11.2023,37886,RUB
5,21.11.2023,38854,RUB
5,22.11.2023,15802,RUB
5,23.11.2023,10540,RUB
5,24.11.2023,30932,RUB
5,25.11.2023,41432,RUB
5,26.11.2023,17456,RUB
5,27.11.2023,28805,RUB
5,28.11.2023,39745,RUB
5,29.11.2023,20197,RUB
5,30.11.2023,14781,RUB
5,01.12.2023,18422,RUB
5,02.12.2023,33972,RUB
5,03.12.2023,34188,RUB
5,04.12.2023,19973,RUB
5,05.12.2023,26625,RUB
5,06.12.2023,46866,RUB
5,07.12.2023,38783,RUB
5,08.12.2023,32500,RUB
5,09.12.2023,26777,RUB
5,10.12.2023,17594,RUB
5,11.12.2023,42941,RUB
5,12.12.2023,42625,RUB
5,13.12.2023,43503,RUB
5,14.12.2023,44418,RUB
5,15.12.2023,11260,RUB
5,16.12.2023,31300,RUB
5,17.12.2023,48120,RUB
5,18.12.2023,48646,RUB
5,19.12.2023,38914,RUB
5,20.12.2023,13673,RUB
5,21.12.2023,47373,RUB
5,22.12.2023,35450,RUB
5,23.12.2023,11448,RUB
5,24.12.2023,47659,RUB
5,25.12.2023,45553,RUB
5,26.12.2023,29972,RUB
5,27.12.2023,41683,RUB
5,28.12.2023,49560,RUB
5,29.12.2023,33385,RUB
5,30.12.2023,45793,RUB
5,31.12.2023,12332,RUB
