337,2023-02-17,2023-02-19,product_2,cancelled,18990,5,0,RUB,Anny,1,facebook-ads,cpc,campaign_3,,,
1133,2023-01-12,2023-01-26,product_2,cancelled,18990,7,0,RUB,Katy,2,vk-ads,cpc,campaign_2,,,
1082,2023-01-24,2023-02-06,product_2,cancelled,18990,7,0,RUB,Anny,3,vk-ads,cpc,campaign_2,,,
580,2023-12-24,2024-01-02,product_3,completed,49900,3,49820,RUB,Will,6,vk-ads,cpc,campaign_3,,,
764,2023-01-29,2023-01-31,product_1,completed,9990,7,9909,RUB,Anny,6,facebook-ads,cpc,campaign_2,,,
340,2023-11-13,2023-11-27,product_4,cancelled,89900,5,0,RUB,Anny,6,yandex-direct,cpc,campaign_2,,,
1074,2023-04-15,2023-04-17,product_2,cancelled,18990,3,0,RUB,Will,4,yandex-direct,cpc,campaign_3,,,
481,2023-05-03,2023-05-13,product_2,completed,18990,3,18906,RUB,Will,7,facebook-ads,cpc,campaign_3,,,
962,2023-11-30,2023-12-02,product_1,completed,9990,7,9905,RUB,Katy,3,facebook-ads,cpc,campaign_1,,,
1061,2023-04-19,2023-04-30,product_3,cancelled,49900,7,0,RUB,Katy,8,yandex-direct,cpc,campaign_3,,,
478,2023-07-14,2023-07-23,product_4,cancelled,89900,5,0,RUB,Katy,5,facebook-ads,cpc,campaign_2,,,
1016,2023-10-03,2023-10-13,product_2,cancelled,18990,5,0,RUB,John,4,yandex-direct,cpc,campaign_3,,,
940,2023-09-02,2023-09-02,product_2,cancelled,18990,7,0,RUB,Katy,1,facebook-ads,cpc,campaign_1,,,
135,2023-02-07,2023-02-12,product_4,completed,89900,5,89810,RUB,Anny,6,facebook-ads,cpc,campaign_1,,,
1336,2023-04-14,2023-04-27,product_1,cancelled,9990,3,0,RUB,Anny,8,facebook-ads,cpc,campaign_3,,,
1325,2023-04-07,2023-04-20,product_1,cancelled,9990,7,0,RUB,John,4,facebook-ads,cpc,campaign_3,,,
516,2023-03-26,2023-03-29,product_2,completed,18990,3,18897,RUB,Katy,9,vk-ads,cpc,campaign_3,,,
1181,2023-07-18,2023-07-25,product_1,completed,9990,5,9896,RUB,Will,3,yandex-direct,cpc,campaign_1,,,
989,2023-09-14,2023-09-19,product_3,cancelled,49900,7,0,RUB,John,2,yandex-direct,cpc,campaign_1,,,
488,2023-04-20,2023-05-02,product_2,completed,18990,3,18894,RUB,John,3,vk-ads,cpc,campaign_2,,,
1288,2023-01-30,2023-02-06,product_1,cancelled,9990,7,0,RUB,Will,2,yandex-direct,cpc,campaign_1,,,
1041,2023-04-29,2023-04-29,product_3,cancelled,49900,5,0,RUB,Will,8,facebook-ads,cpc,campaign_1,,,
1128,2023-03-14,2023-03-24,product_3,cancelled,49900,5,0,RUB,Will,2,vk-ads,cpc,campaign_2,,,
826,2023-01-06,2023-01-14,product_4,completed,89900,7,89800,RUB,Will,10,yandex-direct,cpc,campaign_1,,,
1442,2023-02-22,2023-02-28,product_2,in progress,18990,5,0,RUB,Katy,5,vk-ads,cpc,campaign_1,,,
1076,2023-07-27,2023-08-06,product_1,completed,9990,3,9888,RUB,Katy,2,yandex-direct,cpc,campaign_2,,,
595,2023-05-22,2023-05-27,product_3,cancelled,49900,7,0,RUB,Will,8,vk-ads,cpc,campaign_3,,,
129,2023-06-10,2023-06-23,product_1,in progress,9990,3,0,RUB,Will,5,yandex-direct,cpc,campaign_1,,,
251,2023-07-29,2023-07-29,product_2,cancelled,18990,7,0,RUB,John,1,vk-ads,cpc,campaign_3,,,
652,2023-01-19,2023-02-01,product_3,completed,49900,3,49794,RUB,Anny,6,facebook-ads,cpc,campaign_1,,,
51,2023-07-26,2023-08-07,product_2,cancelled,18990,7,0,RUB,John,9,facebook-ads,cpc,campaign_1,,,
558,2023-01-27,2023-02-08,product_2,in progress,18990,3,0,RUB,Will,6,facebook-ads,cpc,campaign_1,,,
1251,2023-05-06,2023-05-07,product_1,cancelled,9990,3,0,RUB,John,6,vk-ads,cpc,campaign_2,,,
1072,2023-03-06,2023-03-16,product_1,cancelled,9990,7,0,RUB,Will,3,vk-ads,cpc,campaign_1,,,
732,2023-11-26,2023-12-09,product_2,cancelled,18990,7,0,RUB,Anny,5,facebook-ads,cpc,campaign_1,,,
494,2023-04-28,2023-05-11,product_4,cancelled,89900,7,0,RUB,Anny,8,vk-ads,cpc,campaign_1,,,
1235,2023-10-11,2023-10-24,product_3,in progress,49900,7,0,RUB,Anny,8,yandex-direct,cpc,campaign_3,,,
777,2023-08-05,2023-08-05,product_2,completed,18990,5,18876,RUB,John,4,vk-ads,cpc,campaign_3,,,
771,2023-02-28,2023-03-13,product_4,in progress,89900,3,0,RUB,Anny,2,facebook-ads,cpc,campaign_1,,,
713,2023-02-01,2023-02-04,product_1,completed,9990,5,9874,RUB,John,10,vk-ads,cpc,campaign_1,,,
846,2023-05-13,2023-05-23,product_3,cancelled,49900,7,0,RUB,Will,3,yandex-direct,cpc,campaign_3,,,
1,2023-08-07,2023-08-12,product_4,completed,89900,5,89782,RUB,Katy,9,vk-ads,cpc,campaign_1,,,
1224,2023-08-08,2023-08-20,product_2,cancelled,18990,5,0,RUB,Anny,4,vk-ads,cpc,campaign_2,,,
1419,2023-03-14,2023-03-17,product_1,cancelled,9990,5,0,RUB,Katy,3,vk-ads,cpc,campaign_3,,,
968,2023-07-31,2023-08-03,product_1,in progress,9990,3,0,RUB,Will,1,yandex-direct,cpc,campaign_1,,,
1340,2023-05-22,2023-05-26,product_3,completed,49900,7,49778,RUB,John,1,facebook-ads,cpc,campaign_1,,,
1433,2023-07-29,2023-08-07,product_1,cancelled,9990,3,0,RUB,Katy,2,vk-ads,cpc,campaign_2,,,
337,2023-12-08,2023-12-11,product_1,cancelled,9990,3,0,RUB,Anny,2,facebook-ads,cpc,campaign_2,,,
682,2023-01-05,2023-01-07,product_2,in progress,18990,7,0,RUB,Katy,4,facebook-ads,cpc,campaign_3,,,
647,2023-03-27,2023-04-04,product_3,cancelled,49900,3,0,RUB,Will,8,yandex-direct,cpc,campaign_3,,,
512,2023-11-04,2023-11-15,product_4,cancelled,89900,5,0,RUB,Katy,10,facebook-ads,cpc,campaign_3,,,
451,2023-08-16,2023-08-20,product_1,completed,9990,3,9862,RUB,Will,5,facebook-ads,cpc,campaign_2,,,
541,2023-05-04,2023-05-14,product_3,completed,49900,5,49771,RUB,Will,3,vk-ads,cpc,campaign_2,,,
503,2023-02-11,2023-02-16,product_2,cancelled,18990,7,0,RUB,John,6,vk-ads,cpc,campaign_1,,,
571,2023-11-14,2023-11-23,product_1,cancelled,9990,7,0,RUB,Anny,4,yandex-direct,cpc,campaign_1,,,
880,2023-05-23,2023-05-28,product_2,in progress,18990,3,0,RUB,Will,7,yandex-direct,cpc,campaign_3,,,
319,2023-04-04,2023-04-10,product_3,cancelled,49900,3,0,RUB,Katy,6,facebook-ads,cpc,campaign_1,,,
306,2023-10-10,2023-10-17,product_2,in progress,18990,5,0,RUB,John,7,vk-ads,cpc,campaign_1,,,
249,2023-12-18,2023-12-23,product_1,in progress,9990,7,0,RUB,Anny,6,yandex-direct,cpc,campaign_2,,,
1233,2023-02-22,2023-03-04,product_3,in progress,49900,5,0,RUB,Katy,6,facebook-ads,cpc,campaign_2,,,
1231,2023-10-16,2023-10-24,product_3,in progress,49900,3,0,RUB,Anny,8,facebook-ads,cpc,campaign_3,,,
956,2023-08-13,2023-08-16,product_3,cancelled,49900,7,0,RUB,Katy,8,vk-ads,cpc,campaign_3,,,
1396,2023-07-17,2023-07-20,product_2,cancelled,18990,7,0,RUB,Will,4,vk-ads,cpc,campaign_2,,,
578,2023-04-06,2023-04-12,product_4,in progress,89900,3,0,RUB,Katy,4,yandex-direct,cpc,campaign_2,,,
1478,2023-09-09,2023-09-22,product_2,in progress,18990,7,0,RUB,Will,4,vk-ads,cpc,campaign_3,,,
1321,2023-09-22,2023-10-03,product_2,in progress,18990,5,0,RUB,Anny,6,vk-ads,cpc,campaign_3,,,
1079,2023-05-22,2023-06-04,product_3,in progress,49900,5,0,RUB,John,8,vk-ads,cpc,campaign_1,,,
505,2023-05-25,2023-05-31,product_4,completed,89900,7,89756,RUB,Anny,3,facebook-ads,cpc,campaign_3,,,
371,2023-08-20,2023-08-26,product_3,cancelled,49900,5,0,RUB,John,3,vk-ads,cpc,campaign_3,,,
1455,2023-12-07,2023-12-17,product_1,completed,9990,5,9844,RUB,Anny,2,vk-ads,cpc,campaign_1,,,
1495,2023-03-20,2023-04-01,product_4,cancelled,89900,5,0,RUB,Anny,2,vk-ads,cpc,campaign_1,,,
124,2023-01-18,2023-01-29,product_3,in progress,49900,3,0,RUB,John,4,facebook-ads,cpc,campaign_2,,,
124,2023-02-19,2023-03-01,product_2,in progress,18990,3,0,RUB,John,7,facebook-ads,cpc,campaign_3,,,
253,2023-04-07,2023-04-11,product_3,completed,49900,5,49750,RUB,Anny,10,facebook-ads,cpc,campaign_2,,,
899,2023-07-11,2023-07-16,product_2,cancelled,18990,7,0,RUB,Anny,10,vk-ads,cpc,campaign_1,,,
985,2023-09-28,2023-09-30,product_1,in progress,9990,7,0,RUB,Katy,1,vk-ads,cpc,campaign_1,,,
47,2023-12-06,2023-12-19,product_4,in progress,89900,7,0,RUB,Will,2,yandex-direct,cpc,campaign_1,,,
1220,2023-03-13,2023-03-17,product_4,cancelled,89900,5,0,RUB,Anny,8,vk-ads,cpc,campaign_1,,,
757,2023-11-09,2023-11-15,product_1,completed,9990,3,9835,RUB,Katy,4,vk-ads,cpc,campaign_2,,,
39,2023-10-22,2023-11-05,product_3,in progress,49900,7,0,RUB,John,1,facebook-ads,cpc,campaign_1,,,
1497,2023-10-17,2023-10-22,product_3,in progress,49900,5,0,RUB,Will,2,facebook-ads,cpc,campaign_1,,,
536,2023-04-26,2023-04-28,product_4,completed,89900,3,89742,RUB,Anny,4,facebook-ads,cpc,campaign_3,,,
783,2023-06-07,2023-06-08,product_2,completed,18990,7,18831,RUB,Anny,7,facebook-ads,cpc,campaign_2,,,
775,2023-07-19,2023-07-31,product_4,completed,89900,3,89740,RUB,Katy,8,vk-ads,cpc,campaign_3,,,
1402,2023-09-14,2023-09-21,product_4,in progress,89900,7,0,RUB,Will,8,facebook-ads,cpc,campaign_3,,,
255,2023-01-01,2023-01-11,product_4,in progress,89900,7,0,RUB,Will,1,vk-ads,cpc,campaign_3,,,
1078,2023-05-11,2023-05-12,product_2,cancelled,18990,7,0,RUB,Katy,8,vk-ads,cpc,campaign_1,,,
1024,2023-03-30,2023-04-07,product_4,in progress,89900,5,0,RUB,Will,10,yandex-direct,cpc,campaign_1,,,
1234,2023-02-07,2023-02-18,product_2,in progress,18990,5,0,RUB,Will,4,vk-ads,cpc,campaign_2,,,
346,2023-01-06,2023-01-15,product_1,in progress,9990,7,0,RUB,John,4,facebook-ads,cpc,campaign_1,,,
672,2023-03-11,2023-03-13,product_1,completed,9990,7,9823,RUB,Will,4,vk-ads,cpc,campaign_1,,,
844,2023-06-25,2023-07-03,product_1,in progress,9990,7,0,RUB,Katy,1,yandex-direct,cpc,campaign_1,,,
1455,2023-02-05,2023-02-11,product_4,cancelled,89900,3,0,RUB,John,6,vk-ads,cpc,campaign_1,,,
481,2023-02-06,2023-02-10,product_2,completed,18990,3,18820,RUB,John,3,vk-ads,cpc,campaign_1,,,
471,2023-11-29,2023-12-12,product_3,cancelled,49900,3,0,RUB,Katy,4,vk-ads,cpc,campaign_3,,,
420,2023-01-11,2023-01-12,product_4,in progress,89900,3,0,RUB,John,10,vk-ads,cpc,campaign_2,,,
757,2023-12-28,2024-01-10,product_3,cancelled,49900,5,0,RUB,Katy,2,facebook-ads,cpc,campaign_2,,,
1051,2023-09-18,2023-09-21,product_3,cancelled,49900,7,0,RUB,Anny,9,yandex-direct,cpc,campaign_3,,,
889,2023-01-20,2023-01-30,product_1,cancelled,9990,3,0,RUB,Will,5,facebook-ads,cpc,campaign_1,,,
105,2023-03-31,2023-04-07,product_2,in progress,18990,7,0,RUB,Katy,10,yandex-direct,cpc,campaign_3,,,
1069,2023-12-17,2023-12-27,product_2,cancelled,18990,7,0,RUB,John,10,facebook-ads,cpc,campaign_2,,,
971,2023-06-16,2023-06-24,product_4,completed,89900,5,89722,RUB,Will,4,yandex-direct,cpc,campaign_3,,,
469,2023-11-11,2023-11-22,product_4,in progress,89900,5,0,RUB,Anny,10,yandex-direct,cpc,campaign_2,,,
501,2023-11-28,2023-11-29,product_1,in progress,9990,5,0,RUB,John,3,facebook-ads,cpc,campaign_2,,,
966,2023-07-09,2023-07-19,product_4,in progress,89900,7,0,RUB,Will,6,facebook-ads,cpc,campaign_3,,,
278,2023-08-06,2023-08-08,product_3,cancelled,49900,7,0,RUB,Anny,10,facebook-ads,cpc,campaign_2,,,
1281,2023-06-15,2023-06-20,product_1,completed,9990,7,9807,RUB,Katy,5,facebook-ads,cpc,campaign_3,,,
565,2023-05-18,2023-05-19,product_4,cancelled,89900,7,0,RUB,Will,2,facebook-ads,cpc,campaign_3,,,
1370,2023-02-02,2023-02-16,product_1,in progress,9990,5,0,RUB,Will,10,facebook-ads,cpc,campaign_1,,,
34,2023-03-16,2023-03-30,product_3,cancelled,49900,5,0,RUB,Anny,10,vk-ads,cpc,campaign_1,,,
890,2023-12-06,2023-12-11,product_2,cancelled,18990,7,0,RUB,Katy,9,vk-ads,cpc,campaign_1,,,
214,2023-08-26,2023-09-02,product_2,in progress,18990,5,0,RUB,Katy,8,yandex-direct,cpc,campaign_1,,,
1068,2023-09-02,2023-09-13,product_2,cancelled,18990,5,0,RUB,Katy,6,facebook-ads,cpc,campaign_1,,,
900,2023-11-13,2023-11-19,product_4,in progress,89900,7,0,RUB,Anny,9,facebook-ads,cpc,campaign_2,,,
1235,2023-11-05,2023-11-16,product_3,in progress,49900,5,0,RUB,Will,3,vk-ads,cpc,campaign_3,,,
1006,2023-06-23,2023-06-24,product_4,cancelled,89900,5,0,RUB,Anny,7,vk-ads,cpc,campaign_1,,,
202,2023-12-06,2023-12-19,product_3,cancelled,49900,7,0,RUB,Anny,5,facebook-ads,cpc,campaign_3,,,
432,2023-12-09,2023-12-18,product_4,in progress,89900,3,0,RUB,Katy,2,vk-ads,cpc,campaign_1,,,
198,2023-09-22,2023-09-23,product_1,cancelled,9990,5,0,RUB,Katy,8,vk-ads,cpc,campaign_3,,,
151,2023-08-13,2023-08-26,product_2,in progress,18990,7,0,RUB,Anny,5,vk-ads,cpc,campaign_1,,,
776,2023-12-09,2023-12-13,product_3,completed,49900,5,49703,RUB,John,3,facebook-ads,cpc,campaign_2,,,
1418,2023-07-15,2023-07-15,product_1,in progress,9990,3,0,RUB,Katy,9,vk-ads,cpc,campaign_2,,,
656,2023-09-08,2023-09-19,product_1,cancelled,9990,5,0,RUB,Will,9,yandex-direct,cpc,campaign_1,,,
623,2023-01-27,2023-02-06,product_3,cancelled,49900,5,0,RUB,Will,4,yandex-direct,cpc,campaign_2,,,
1441,2023-04-16,2023-04-25,product_4,completed,89900,5,89699,RUB,Anny,4,yandex-direct,cpc,campaign_2,,,
291,2023-05-11,2023-05-18,product_4,cancelled,89900,5,0,RUB,John,8,yandex-direct,cpc,campaign_3,,,
294,2023-03-19,2023-03-22,product_4,in progress,89900,5,0,RUB,John,8,yandex-direct,cpc,campaign_2,,,
225,2023-08-31,2023-09-07,product_4,cancelled,89900,7,0,RUB,Will,3,vk-ads,cpc,campaign_2,,,
794,2023-11-19,2023-11-19,product_3,in progress,49900,3,0,RUB,John,2,vk-ads,cpc,campaign_3,,,
345,2023-10-11,2023-10-20,product_4,in progress,89900,5,0,RUB,Anny,6,vk-ads,cpc,campaign_1,,,
848,2023-08-07,2023-08-13,product_2,in progress,18990,3,0,RUB,Will,9,facebook-ads,cpc,campaign_3,,,
1042,2023-12-01,2023-12-13,product_3,completed,49900,7,49692,RUB,John,8,facebook-ads,cpc,campaign_2,,,
183,2023-04-18,2023-04-28,product_2,completed,18990,3,18781,RUB,Will,3,vk-ads,cpc,campaign_3,,,
233,2023-11-04,2023-11-05,product_3,cancelled,49900,7,0,RUB,Will,1,yandex-direct,cpc,campaign_3,,,
321,2023-04-19,2023-04-25,product_4,in progress,89900,3,0,RUB,John,5,yandex-direct,cpc,campaign_3,,,
379,2023-12-23,2024-01-01,product_3,completed,49900,7,49688,RUB,Anny,7,facebook-ads,cpc,campaign_3,,,
1360,2023-03-25,2023-04-01,product_1,completed,9990,7,9777,RUB,Anny,5,yandex-direct,cpc,campaign_3,,,
1397,2023-07-03,2023-07-04,product_2,completed,18990,3,18776,RUB,John,5,yandex-direct,cpc,campaign_3,,,
1329,2023-06-29,2023-07-01,product_3,in progress,49900,7,0,RUB,Katy,1,vk-ads,cpc,campaign_1,,,
1117,2023-11-02,2023-11-05,product_1,cancelled,9990,5,0,RUB,Will,1,yandex-direct,cpc,campaign_1,,,
712,2023-05-01,2023-05-07,product_1,in progress,9990,5,0,RUB,Will,9,facebook-ads,cpc,campaign_1,,,
1135,2023-03-28,2023-03-28,product_4,in progress,89900,5,0,RUB,Katy,6,facebook-ads,cpc,campaign_2,,,
162,2023-12-23,2024-01-02,product_4,completed,89900,5,89681,RUB,Katy,3,vk-ads,cpc,campaign_3,,,
725,2023-03-27,2023-04-10,product_4,in progress,89900,7,0,RUB,Katy,8,yandex-direct,cpc,campaign_3,,,
546,2023-05-30,2023-06-02,product_4,in progress,89900,3,0,RUB,Katy,1,yandex-direct,cpc,campaign_2,,,
838,2023-09-03,2023-09-17,product_1,cancelled,9990,7,0,RUB,Katy,5,vk-ads,cpc,campaign_1,,,
396,2023-01-09,2023-01-17,product_3,cancelled,49900,5,0,RUB,Will,9,yandex-direct,cpc,campaign_3,,,
2,2023-01-29,2023-02-05,product_1,cancelled,9990,7,0,RUB,John,4,vk-ads,cpc,campaign_3,,,
942,2023-02-18,2023-02-18,product_2,in progress,18990,7,0,RUB,Will,2,facebook-ads,cpc,campaign_2,,,
763,2023-12-06,2023-12-07,product_3,cancelled,49900,5,0,RUB,Will,4,facebook-ads,cpc,campaign_3,,,
489,2023-10-24,2023-10-30,product_4,completed,89900,5,89673,RUB,Katy,9,yandex-direct,cpc,campaign_3,,,
590,2023-07-04,2023-07-15,product_4,in progress,89900,3,0,RUB,Anny,8,facebook-ads,cpc,campaign_2,,,
1217,2023-06-11,2023-06-12,product_3,in progress,49900,5,0,RUB,Will,7,vk-ads,cpc,campaign_2,,,
